orders_id,item_price,quantity,item_category,item_name,created_date,created_at,delivery_address1,delivery_address2,delivery_city,delivery_zipcode,delivery
451,3,2,Beverage,"Coca Cola 33cl",2023-01-10,12:51:23,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
452,3,9,Beverage,"7 Up 33cl",2023-01-10,19:43:53,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
453,6,7,Beverage,"Diet Coke 1.5l",2023-01-10,19:43:53,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
454,6,2,Dessert,"Vanilla Ice Cream",2023-01-10,19:43:53,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
455,4,10,Beverage,"Sparkling Water 1.5l",2023-01-10,13:33:42,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
456,6,7,Beverage,"Coca Cola 1.5l",2023-01-10,13:33:42,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
457,3,8,Beverage,"Diet Coke 33cl",2023-01-10,13:33:42,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
458,5,3,Side,Breadsticks,2023-01-10,13:33:42,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
459,20,6,Pizza,"Pizza Seafood Large",2023-01-10,11:30:13,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
460,19,5,Pizza,"Pizza Diavola Large",2023-01-10,11:30:13,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
461,15,6,Pizza,"Pizza Hawaiian Regular",2023-01-10,12:09:09,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
462,5,3,Dessert,"Fruit salad",2023-01-10,12:09:09,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
463,14,9,Pizza,"Pizza Margherita Large",2023-01-10,12:09:09,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
464,6,1,Dessert,"Pistachio Ice Crearn",2023-01-10,12:09:09,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
465,7,5,Side,"Chicken Wings",2023-01-10,21:19:05,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
466,6,5,Beverage,"7 Up 1.5l",2023-01-10,21:19:05,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
467,7,1,Dessert,"Banoffee Pie",2023-01-10,21:57:39,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
468,6,4,Side,"Garlic Bread",2023-01-10,21:57:39,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
469,4,6,Beverage,"Sparkling Water 1.5l",2023-01-10,21:57:39,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
470,18,1,Pizza,"Pizza Napolitana Large",2023-01-10,21:57:39,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
471,3,4,Beverage,"Coca Cola 33cl",2023-01-10,20:46:07,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
472,5,2,Side,Breadsticks,2023-01-10,20:46:07,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
473,2,7,Beverage,"Sparkling Water 33cl",2023-01-10,19:11:34,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
474,15,9,Pizza,"Pizza Pepperoni Regular",2023-01-10,19:11:34,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
475,7,3,Side,"Caesar Salad",2023-01-10,19:11:34,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
476,14,7,Pizza,"Pizza Margherita Large",2023-01-10,20:18:12,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
477,6,7,Dessert,"Strawberry Ice Cream",2023-01-10,20:18:12,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
478,6,8,Side,"Garlic Bread",2023-01-10,20:39:27,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
479,3,8,Beverage,"Fanta 33cl",2023-01-10,19:18:32,"1 Almo Road",,Brooklyn,0005B,0
480,3,6,Beverage,"Coca Cola 33cl",2023-01-10,19:18:32,"1 Almo Road",,Brooklyn,0005B,0
481,3,4,Beverage,"7 Up 33cl",2023-01-10,19:18:32,"1 Almo Road",,Brooklyn,0005B,0
482,17,7,Pizza,"Pizza Pepperoni Large",2023-01-10,19:18:32,"1 Almo Road",,Brooklyn,0005B,0
483,16,8,Pizza,"Pizza Diavola Regular",2023-01-10,11:31:13,"1 Almo Road",,Brooklyn,0005B,0
484,2,9,Beverage,"Sparkling Water 33cl",2023-01-10,22:37:13,"431 Norway Maple Pass",,"Staten Island",0010SI,1
485,6,3,Beverage,"Coca Cola 1.5l",2023-01-10,22:37:13,"431 Norway Maple Pass",,"Staten Island",0010SI,1
486,18,10,Pizza,"Pizza Parmigiana Large",2023-01-10,11:17:01,"431 Norway Maple Pass",,"Staten Island",0010SI,1
487,5,10,Side,Breadsticks,2023-01-10,11:17:01,"431 Norway Maple Pass",,"Staten Island",0010SI,1
488,7,4,Dessert,"Banoffee Pie",2023-01-10,11:11:25,"431 Norway Maple Pass",,"Staten Island",0010SI,0
489,6,6,Dessert,"Strawberry Ice Cream",2023-01-10,11:11:25,"431 Norway Maple Pass",,"Staten Island",0010SI,0
490,6,7,Beverage,"Coca Cola 1.5l",2023-01-10,11:11:25,"431 Norway Maple Pass",,"Staten Island",0010SI,0
491,3,5,Beverage,"Fanta 33cl",2023-01-10,11:11:25,"431 Norway Maple Pass",,"Staten Island",0010SI,0
492,17,5,Pizza,"Pizza Seafood Regular",2023-01-10,13:21:02,"431 Norway Maple Pass",,"Staten Island",0010SI,0
493,7,9,Side,"Chicken Wings",2023-01-10,10:51:30,"98148 Brown Pass",,Bronx,0004B,1
494,19,3,Pizza,"Pizza Diavola Large",2023-01-10,10:51:30,"98148 Brown Pass",,Bronx,0004B,1
495,3,2,Beverage,"Fanta 33cl",2023-01-10,20:11:09,"98148 Brown Pass",,Bronx,0004B,1
496,6,2,Beverage,"Diet Coke 1.5l",2023-01-10,20:49:41,"92953 Elka Way",,"Staten Island",0010SI,0
497,6,5,Beverage,"Coca Cola 1.5l",2023-01-10,13:28:19,"1837 Dexter Junction",,Bronx,0004B,1
498,2,6,Beverage,"Sparkling Water 33cl",2023-01-10,13:28:19,"1837 Dexter Junction",,Bronx,0004B,1
499,6,4,Beverage,"Diet Coke 1.5l",2023-01-10,19:59:55,"1837 Dexter Junction",,Bronx,0004B,1
500,3,6,Beverage,"Coca Cola 33cl",2023-01-10,18:50:06,"1672 South Center",,Manhattan,0001M,1
501,17,7,Pizza,"Pizza Hawaiian Large",2023-01-10,13:41:34,"28 Sage Drive",,Bronx,0004B,1
502,12,7,Pizza,"Pizza Margherita Regular",2023-01-10,13:41:34,"28 Sage Drive",,Bronx,0004B,1
503,5,4,Dessert,"Chocolate Brownie",2023-01-10,21:04:22,"28 Sage Drive",,Bronx,0004B,0
504,6,7,Beverage,"Diet Coke 1.5l",2023-01-10,21:04:22,"28 Sage Drive",,Bronx,0004B,0
505,15,9,Pizza,"Pizza Hawaiian Regular",2023-01-10,22:52:00,"28 Sage Drive",,Bronx,0004B,0
506,6,3,Dessert,"Vanilla Ice Cream",2023-01-10,22:52:00,"28 Sage Drive",,Bronx,0004B,0
507,19,3,Pizza,"Pizza Quattro Formaggi Large",2023-01-11,22:52:00,"28 Sage Drive",,Bronx,0004B,0
508,17,8,Pizza,"Pizza Seafood Regular",2023-01-11,19:21:23,"28 Sage Drive",,Bronx,0004B,1
509,17,3,Pizza,"Pizza Seafood Regular",2023-01-11,11:31:04,"00 La Follette Place",,"Staten Island",0010SI,1
510,19,7,Pizza,"Pizza Diavola Large",2023-01-11,11:31:04,"00 La Follette Place",,"Staten Island",0010SI,1
511,4,4,Beverage,"Sparkling Water 1.5l",2023-01-11,11:31:04,"00 La Follette Place",,"Staten Island",0010SI,1
512,5,6,Dessert,"Fruit salad",2023-01-11,13:13:54,"00 La Follette Place",,"Staten Island",0010SI,1
513,15,9,Pizza,"Pizza Pepperoni Regular",2023-01-11,13:13:54,"00 La Follette Place",,"Staten Island",0010SI,1
514,12,3,Pizza,"Pizza Margherita Regular",2023-01-11,13:13:54,"00 La Follette Place",,"Staten Island",0010SI,1
515,6,3,Beverage,"7 Up 1.5l",2023-01-11,11:10:43,"00 La Follette Place",,"Staten Island",0010SI,1
516,17,1,Pizza,"Pizza Seafood Regular",2023-01-11,11:10:43,"00 La Follette Place",,"Staten Island",0010SI,1
517,6,3,Side,"Garlic Bread",2023-01-11,21:07:02,"00 La Follette Place",,"Staten Island",0010SI,0
518,3,4,Beverage,"Diet Coke 33cl",2023-01-11,21:58:58,"973 Anthes Point",,Queens,0007Q,1
519,6,10,Dessert,"Vanilla Ice Cream",2023-01-11,21:58:58,"973 Anthes Point",,Queens,0007Q,1
520,5,3,Dessert,"Fruit salad",2023-01-11,21:58:58,"973 Anthes Point",,Queens,0007Q,1
521,5,10,Dessert,"Chocolate Brownie",2023-01-11,21:58:58,"973 Anthes Point",,Queens,0007Q,1
522,6,7,Dessert,"Pistachio Ice Crearn",2023-01-11,21:58:58,"973 Anthes Point",,Queens,0007Q,1
523,6,9,Dessert,"Pistachio Ice Crearn",2023-01-11,11:30:34,"973 Anthes Point",,Queens,0007Q,1
524,3,9,Beverage,"Diet Coke 33cl",2023-01-11,11:30:34,"973 Anthes Point",,Queens,0007Q,1
525,5,4,Dessert,"Fruit salad",2023-01-11,11:36:34,"973 Anthes Point",,Queens,0007Q,0
526,6,7,Dessert,"Strawberry Ice Cream",2023-01-11,11:36:34,"973 Anthes Point",,Queens,0007Q,0
527,17,2,Pizza,"Pizza Seafood Regular",2023-01-11,20:51:47,"973 Anthes Point",,Queens,0007Q,0
528,3,8,Beverage,"Diet Coke 33cl",2023-01-11,20:51:47,"973 Anthes Point",,Queens,0007Q,0
529,16,2,Pizza,"Pizza Diavola Regular",2023-01-11,20:51:47,"973 Anthes Point",,Queens,0007Q,0
530,6,5,Dessert,"Chocolate Ice Cream",2023-01-11,20:51:47,"973 Anthes Point",,Queens,0007Q,0
531,19,3,Pizza,"Pizza Diavola Large",2023-01-11,21:17:45,"973 Anthes Point",,Queens,0007Q,1
532,17,7,Pizza,"Pizza Seafood Regular",2023-01-11,21:17:45,"973 Anthes Point",,Queens,0007Q,1
533,16,4,Pizza,"Pizza Diavola Regular",2023-01-11,21:17:45,"973 Anthes Point",,Queens,0007Q,1
534,16,1,Pizza,"Pizza Napolitana Regular",2023-01-11,21:17:45,"973 Anthes Point",,Queens,0007Q,1
535,4,4,Beverage,"Sparkling Water 1.5l",2023-01-11,21:17:45,"973 Anthes Point",,Queens,0007Q,1
536,16,5,Pizza,"Pizza Napolitana Regular",2023-01-11,21:17:45,"973 Anthes Point",,Queens,0007Q,1
537,18,6,Pizza,"Pizza Napolitana Large",2023-01-11,21:17:45,"973 Anthes Point",,Queens,0007Q,1
538,6,1,Dessert,"Chocolate Ice Cream",2023-01-11,11:30:25,"973 Anthes Point",,Queens,0007Q,1
539,6,2,Dessert,"Vanilla Ice Cream",2023-01-11,19:11:59,"8345 Portage Street",,"Staten Island",0010SI,0
540,19,1,Pizza,"Pizza Quattro Formaggi Large",2023-01-11,19:11:59,"8345 Portage Street",,"Staten Island",0010SI,0
541,3,10,Beverage,"Coca Cola 33cl",2023-01-11,20:25:38,"8345 Portage Street",,"Staten Island",0010SI,1
542,6,3,Beverage,"Diet Coke 1.5l",2023-01-11,20:25:38,"8345 Portage Street",,"Staten Island",0010SI,1
543,6,7,Dessert,"Chocolate Ice Cream",2023-01-11,20:25:38,"8345 Portage Street",,"Staten Island",0010SI,1
544,15,8,Pizza,"Pizza Parmigiana Regular",2023-01-11,20:43:59,"8345 Portage Street",,"Staten Island",0010SI,1
545,3,1,Beverage,"7 Up 33cl",2023-01-11,20:43:59,"8345 Portage Street",,"Staten Island",0010SI,1
546,5,8,Dessert,"Chocolate Brownie",2023-01-11,13:53:30,"8345 Portage Street",,"Staten Island",0010SI,1
547,6,7,Beverage,"7 Up 1.5l",2023-01-11,13:53:30,"8345 Portage Street",,"Staten Island",0010SI,1
548,14,9,Pizza,"Pizza Margherita Large",2023-01-11,20:30:14,"8345 Portage Street",,"Staten Island",0010SI,1
549,15,3,Pizza,"Pizza Hawaiian Regular",2023-01-11,20:30:14,"8345 Portage Street",,"Staten Island",0010SI,1
550,7,4,Dessert,"Banoffee Pie",2023-01-11,21:23:03,"8345 Portage Street",,"Staten Island",0010SI,0
551,7,7,Dessert,"Banoffee Pie",2023-01-11,21:23:03,"8345 Portage Street",,"Staten Island",0010SI,0
552,6,5,Dessert,"Strawberry Ice Cream",2023-01-11,20:14:45,"8345 Portage Street",,"Staten Island",0010SI,0
553,6,7,Dessert,"Pistachio Ice Crearn",2023-01-11,20:14:45,"8345 Portage Street",,"Staten Island",0010SI,0
554,7,1,Side,"Chicken Wings",2023-01-11,18:42:47,"8345 Portage Street",,"Staten Island",0010SI,1
555,17,5,Pizza,"Pizza Seafood Regular",2023-01-11,18:42:47,"8345 Portage Street",,"Staten Island",0010SI,1
556,6,3,Beverage,"Fanta 1.5l",2023-01-11,18:42:47,"8345 Portage Street",,"Staten Island",0010SI,1
557,5,4,Dessert,"Chocolate Brownie",2023-01-11,21:48:45,"8345 Portage Street",,"Staten Island",0010SI,0
558,12,7,Pizza,"Pizza Margherita Regular",2023-01-11,22:17:32,"67 West Way",,Bronx,0004B,1
559,15,7,Pizza,"Pizza Pepperoni Regular",2023-01-11,22:17:32,"67 West Way",,Bronx,0004B,1
560,17,4,Pizza,"Pizza Pepperoni Large",2023-01-11,22:17:32,"67 West Way",,Bronx,0004B,1
561,6,5,Beverage,"Fanta 1.5l",2023-01-11,18:47:02,"67 West Way",,Bronx,0004B,0
562,6,8,Dessert,"Vanilla Ice Cream",2023-01-11,19:44:23,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
563,3,7,Beverage,"Fanta 33cl",2023-01-11,19:44:23,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
564,6,2,Beverage,"Diet Coke 1.5l",2023-01-11,19:10:40,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
565,7,5,Side,"Caesar Salad",2023-01-11,19:10:40,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
566,16,3,Pizza,"Pizza Quattro Formaggi Regular",2023-01-11,19:10:40,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
567,2,1,Beverage,"Sparkling Water 33cl",2023-01-11,21:04:06,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
568,6,4,Dessert,"Vanilla Ice Cream",2023-01-11,21:04:06,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
569,6,4,Dessert,"Strawberry Ice Cream",2023-01-11,21:04:06,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
570,16,4,Pizza,"Pizza Diavola Regular",2023-01-12,12:43:12,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
571,15,2,Pizza,"Pizza Hawaiian Regular",2023-01-12,12:43:12,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
572,18,9,Pizza,"Pizza Napolitana Large",2023-01-12,12:16:21,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
573,16,8,Pizza,"Pizza Diavola Regular",2023-01-12,12:16:21,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
574,17,8,Pizza,"Pizza Hawaiian Large",2023-01-12,12:16:21,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
575,15,3,Pizza,"Pizza Pepperoni Regular",2023-01-12,12:16:21,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
576,7,2,Dessert,"Banoffee Pie",2023-01-12,13:41:12,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
577,12,5,Pizza,"Pizza Margherita Regular",2023-01-12,13:41:12,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
578,3,9,Beverage,"Diet Coke 33cl",2023-01-12,13:41:12,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
579,3,1,Beverage,"Fanta 33cl",2023-01-12,18:33:40,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
580,3,1,Beverage,"7 Up 33cl",2023-01-12,18:33:40,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
581,5,4,Dessert,"Chocolate Brownie",2023-01-12,18:33:40,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
582,20,2,Pizza,"Pizza Seafood Large",2023-01-12,18:53:34,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
583,3,7,Beverage,"Coca Cola 33cl",2023-01-12,18:53:34,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
584,6,1,Beverage,"7 Up 1.5l",2023-01-12,18:53:34,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
585,3,3,Beverage,"Diet Coke 33cl",2023-01-12,21:41:13,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
586,7,4,Dessert,"Banoffee Pie",2023-01-12,21:41:13,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
587,6,2,Dessert,"Chocolate Ice Cream",2023-01-12,12:07:18,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
588,3,4,Beverage,"Diet Coke 33cl",2023-01-12,12:07:18,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
589,15,10,Pizza,"Pizza Hawaiian Regular",2023-01-12,12:58:27,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
590,16,9,Pizza,"Pizza Diavola Regular",2023-01-12,12:58:27,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
591,3,5,Beverage,"Fanta 33cl",2023-01-12,12:58:27,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
592,3,1,Beverage,"7 Up 33cl",2023-01-12,12:58:27,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
593,6,8,Dessert,"Vanilla Ice Cream",2023-01-12,22:11:06,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
594,14,4,Pizza,"Pizza Margherita Large",2023-01-12,22:11:06,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
595,6,5,Dessert,"Vanilla Ice Cream",2023-01-12,22:11:06,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
596,19,3,Pizza,"Pizza Quattro Formaggi Large",2023-01-12,22:11:06,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
597,19,2,Pizza,"Pizza Diavola Large",2023-01-12,20:15:22,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
598,6,2,Beverage,"Coca Cola 1.5l",2023-01-12,20:15:22,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
599,6,4,Dessert,"Chocolate Ice Cream",2023-01-12,20:15:22,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
600,6,7,Beverage,"7 Up 1.5l",2023-01-12,12:44:05,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
601,6,2,Dessert,"Chocolate Ice Cream",2023-01-12,12:44:05,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
602,5,4,Side,Breadsticks,2023-01-12,12:44:05,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
603,6,3,Dessert,"Vanilla Ice Cream",2023-01-12,12:44:05,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
604,5,7,Side,Breadsticks,2023-01-12,21:20:32,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
605,6,4,Dessert,"Pistachio Ice Crearn",2023-01-12,21:20:32,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
606,7,7,Side,"Caesar Salad",2023-01-12,21:20:32,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
607,3,5,Beverage,"Diet Coke 33cl",2023-01-12,21:20:32,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
608,6,5,Dessert,"Strawberry Ice Cream",2023-01-12,13:00:10,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
609,15,1,Pizza,"Pizza Hawaiian Regular",2023-01-12,13:00:10,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
610,5,1,Dessert,"Fruit salad",2023-01-12,13:00:10,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
611,16,3,Pizza,"Pizza Quattro Formaggi Regular",2023-01-12,13:00:10,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
612,5,6,Dessert,"Fruit salad",2023-01-12,21:39:07,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
613,5,2,Dessert,"Chocolate Brownie",2023-01-12,21:39:07,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
614,6,2,Dessert,"Strawberry Ice Cream",2023-01-12,21:39:07,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
615,3,8,Beverage,"Coca Cola 33cl",2023-01-12,18:57:49,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
616,2,3,Beverage,"Sparkling Water 33cl",2023-01-12,18:57:49,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
617,6,6,Dessert,"Pistachio Ice Crearn",2023-01-12,11:34:30,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
618,6,5,Beverage,"7 Up 1.5l",2023-01-12,11:34:30,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
619,6,6,Beverage,"Fanta 1.5l",2023-01-12,11:34:30,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
620,3,2,Beverage,"7 Up 33cl",2023-01-12,11:34:30,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
621,2,7,Beverage,"Sparkling Water 33cl",2023-01-12,11:34:30,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
622,16,2,Pizza,"Pizza Napolitana Regular",2023-01-12,20:00:49,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
623,16,6,Pizza,"Pizza Quattro Formaggi Regular",2023-01-12,20:00:49,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
624,4,1,Beverage,"Sparkling Water 1.5l",2023-01-12,20:18:40,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
625,6,10,Beverage,"Fanta 1.5l",2023-01-12,20:18:40,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
626,6,3,Dessert,"Vanilla Ice Cream",2023-01-12,19:59:20,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,1
627,7,2,Side,"Caesar Salad",2023-01-12,13:14:22,"72779 Sloan Way","Apt 466",Manhattan,0001M,0
628,7,1,Side,"Caesar Salad",2023-01-12,12:25:31,"909 Moulton Drive","Apt 897",Bronx,0004B,0
629,3,6,Beverage,"7 Up 33cl",2023-01-12,12:25:31,"909 Moulton Drive","Apt 897",Bronx,0004B,0
630,3,3,Beverage,"7 Up 33cl",2023-01-12,12:25:31,"909 Moulton Drive","Apt 897",Bronx,0004B,0
631,6,8,Beverage,"Fanta 1.5l",2023-01-12,18:37:09,"909 Moulton Drive","Apt 897",Bronx,0004B,1
632,6,2,Beverage,"7 Up 1.5l",2023-01-12,18:37:09,"909 Moulton Drive","Apt 897",Bronx,0004B,1
633,15,2,Pizza,"Pizza Parmigiana Regular",2023-01-12,18:37:09,"909 Moulton Drive","Apt 897",Bronx,0004B,1
634,3,6,Beverage,"Coca Cola 33cl",2023-01-12,18:36:03,"909 Moulton Drive","Apt 897",Bronx,0004B,1
635,5,5,Dessert,"Fruit salad",2023-01-12,18:36:03,"909 Moulton Drive","Apt 897",Bronx,0004B,1
636,6,6,Beverage,"7 Up 1.5l",2023-01-12,22:03:26,"909 Moulton Drive","Apt 897",Bronx,0004B,1
637,2,9,Beverage,"Sparkling Water 33cl",2023-01-12,12:02:56,"42 7th Parkway",,Queens,0007Q,0
638,4,9,Beverage,"Sparkling Water 1.5l",2023-01-12,12:02:56,"42 7th Parkway",,Queens,0007Q,0
639,12,6,Pizza,"Pizza Margherita Regular",2023-01-12,12:02:56,"42 7th Parkway",,Queens,0007Q,0
640,6,10,Side,"Garlic Bread",2023-01-12,22:24:14,"42 7th Parkway",,Queens,0007Q,1
641,19,1,Pizza,"Pizza Diavola Large",2023-01-12,22:24:14,"42 7th Parkway",,Queens,0007Q,1
642,15,4,Pizza,"Pizza Hawaiian Regular",2023-01-12,19:46:37,"42 7th Parkway",,Queens,0007Q,1
643,5,6,Side,Breadsticks,2023-01-13,19:46:37,"42 7th Parkway",,Queens,0007Q,1
644,6,2,Dessert,"Chocolate Ice Cream",2023-01-13,11:36:04,"42 7th Parkway",,Queens,0007Q,0
645,3,3,Beverage,"Fanta 33cl",2023-01-13,11:36:04,"42 7th Parkway",,Queens,0007Q,0
646,6,7,Beverage,"Coca Cola 1.5l",2023-01-13,11:36:04,"42 7th Parkway",,Queens,0007Q,0
647,15,1,Pizza,"Pizza Pepperoni Regular",2023-01-13,11:36:04,"42 7th Parkway",,Queens,0007Q,0
648,3,5,Beverage,"Diet Coke 33cl",2023-01-13,11:36:04,"42 7th Parkway",,Queens,0007Q,0
649,7,9,Dessert,"Banoffee Pie",2023-01-13,11:08:55,"42 7th Parkway",,Queens,0007Q,1
650,5,7,Side,Breadsticks,2023-01-13,11:08:55,"42 7th Parkway",,Queens,0007Q,1
651,12,10,Pizza,"Pizza Margherita Regular",2023-01-13,11:08:55,"42 7th Parkway",,Queens,0007Q,1
652,7,10,Side,"Caesar Salad",2023-01-13,13:09:17,"42 7th Parkway",,Queens,0007Q,1
653,3,10,Beverage,"Fanta 33cl",2023-01-13,13:09:17,"42 7th Parkway",,Queens,0007Q,1
654,6,10,Beverage,"Fanta 1.5l",2023-01-13,13:09:17,"42 7th Parkway",,Queens,0007Q,1
655,4,5,Beverage,"Sparkling Water 1.5l",2023-01-13,19:42:18,"42 7th Parkway",,Queens,0007Q,0
656,20,10,Pizza,"Pizza Seafood Large",2023-01-13,19:42:18,"42 7th Parkway",,Queens,0007Q,0
657,16,5,Pizza,"Pizza Diavola Regular",2023-01-13,19:42:18,"42 7th Parkway",,Queens,0007Q,0
658,15,4,Pizza,"Pizza Pepperoni Regular",2023-01-13,19:42:18,"42 7th Parkway",,Queens,0007Q,0
659,4,9,Beverage,"Sparkling Water 1.5l",2023-01-13,21:34:42,"42 7th Parkway",,Queens,0007Q,1
660,14,10,Pizza,"Pizza Margherita Large",2023-01-13,21:34:42,"42 7th Parkway",,Queens,0007Q,1
661,19,7,Pizza,"Pizza Quattro Formaggi Large",2023-01-13,21:34:42,"42 7th Parkway",,Queens,0007Q,1
662,19,7,Pizza,"Pizza Quattro Formaggi Large",2023-01-13,21:34:42,"42 7th Parkway",,Queens,0007Q,1
663,5,7,Dessert,"Fruit salad",2023-01-13,21:34:42,"42 7th Parkway",,Queens,0007Q,1
664,6,1,Dessert,"Pistachio Ice Crearn",2023-01-13,11:16:01,"42 7th Parkway",,Queens,0007Q,1
665,7,3,Side,"Caesar Salad",2023-01-13,11:16:01,"42 7th Parkway",,Queens,0007Q,1
666,6,6,Dessert,"Chocolate Ice Cream",2023-01-13,19:11:52,"42 7th Parkway",,Queens,0007Q,0
667,16,2,Pizza,"Pizza Diavola Regular",2023-01-13,13:50:50,"1 Pierstorff Street","Apt 437",Manhattan,0001M,1
668,16,9,Pizza,"Pizza Diavola Regular",2023-01-13,13:50:50,"1 Pierstorff Street","Apt 437",Manhattan,0001M,1
669,6,1,Side,"Garlic Bread",2023-01-13,13:50:50,"1 Pierstorff Street","Apt 437",Manhattan,0001M,1
670,6,10,Dessert,"Chocolate Ice Cream",2023-01-13,19:58:02,"1 Pierstorff Street","Apt 437",Manhattan,0001M,1
671,19,6,Pizza,"Pizza Quattro Formaggi Large",2023-01-13,19:58:02,"1 Pierstorff Street","Apt 437",Manhattan,0001M,1
672,20,1,Pizza,"Pizza Seafood Large",2023-01-13,19:58:02,"1 Pierstorff Street","Apt 437",Manhattan,0001M,1
